GHGRP ID No. / No d'identification du PDGES,reference_year,facility_name,facility_location,municipality,province,postal_code,Latitude,Longitude,NAICS_code_description,company_legal_name,company_trade_name,total_emissions_tonnes_CO2e
G11436,2017,HUSKY ANSELL GS 02-20-050-18W5,,YELLOWHEAD COUNTY,Alberta,,53.32499,-116.59486,Oil and gas extraction (except oil sands),Husky Oil Operations Limited,Husky Oil Operations Limited,16605.6396
G11437,2017,Kerrobert 01-01-033-24W3,,Kerrobert,Saskatchewan,,51.79788,-109.26718,Oil and gas extraction (except oil sands),Baytex Energy Ltd,,34733.44939
G11438,2017,Pembalta Gas Plant 09-25,308 4 Avenue Southwest,Calgary,Alberta,T2P 0H7,53.17235,-114.88247,Oil and gas extraction (except oil sands),ARC Resources,ARC,11433.844
G11439,2017,Maple Leaf Foods - Heritage,440 Glover Road,Hamilton,Ontario,L0R 1P0,43.17191,-79.83518,Rendering and Meat Processing from Carcasses,Maple Leaf Foods Inc.,,18231.847
G11440,2017,KAYBOB SOUR GAS PROCESSING PLANT 15-07-060-18 W5M,C2A.116 505 Quarry Park Boulevard Southeast,Calgary,Alberta,T2C 5N1,54.17947,-116.68595,Oil and gas extraction (except oil sands),XTO Energy Canada ULC,,23375.6305
G11441,2017,Pinto Oil Battery 03-07,,N/A,Saskatchewan,,49.01592,-102.66967,Oil and gas extraction (except oil sands),Crescent Point Energy Corp.,,11798.847
G11442,2017,Pinto Oil Battery 16-21,,N/A,Saskatchewan,,49.05616,-102.61385,Oil and gas extraction (except oil sands),Crescent Point Energy Corp.,,14130.272
G11443,2017,Wapiti Gas Battery 03-36,2500 525 8 Avenue Southwest,Calgary,Alberta,,54.66332,-118.77128,Oil and gas extraction (except oil sands),NuVista Energy Ltd.,NuVista Energy Ltd.,57251.501
G11444,2017,HARMON VALLEY 01-02-084-19W5,,HARMON VALLEY,Alberta,,56.24834,-116.87518,Oil and gas extraction (except oil sands),Baytex Energy Ltd,,10129.34372
G11445,2017,SEAL 01-18-084-17W5,,Seal,Alberta,,56.27708,-116.66526,Oil and gas extraction (except oil sands),Baytex Energy Ltd,,10991.33707
G11446,2017,HARMON VALLEY 05-13-084-19W5,,HARMON VALLEY,Alberta,,56.28088,-116.87279,Oil and gas extraction (except oil sands),Baytex Energy Ltd,,12473.42309
G11447,2017,Progress Gold Creek 5-11,,Gold Creek,Alberta,,54.87039,-118.8102,Oil and gas extraction (except oil sands),Progress Energy Canada Ltd.,Progress Energy Canada Ltd.,13347.7313
G11448,2017,Kelt Laglace 14-29 Battery,,n/a,Alberta,,55.44636,-119.19392,Oil and gas extraction (except oil sands),Kelt Exploration,,13832.449
G11449,2017,Mountain Road Landfill,2390 Mewburn Road,Niagara Falls,Ontario,L2E 6S4,43.81398,-79.73137,Waste Treatment and Disposal,Regional Municipality of Niagara,,58361.6
G11450,2017,Torc Macoun Oil Battery 06-24-004-09W2,,Macoun,Saskatchewan,,49.30982,-103.09669,Oil and gas extraction (except oil sands),TORC Oil & Gas Ltd.,,11109.383
G11451,2017,Cynthia GP & Bty,,Cynthia,Alberta,,53.25609,-115.55297,Oil and gas extraction (except oil sands),Keyera Corp,Keyera Corp,18468.591
G11452,2017,7Gen Pad 2 - 01-02-064-05 W6M,43 Highway,Kakwa,Alberta,,54.50343,-118.63289,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,43382.9
G11453,2017,7Gen Pad 4 - 07-04-064-05 W6M,,Kakwa,Alberta,,54.50708,-118.68952,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,46151.2
G11454,2017,7Gen Pad 8 - 13-08-064-04 W6M,,Kakwa,Alberta,,54.52879,-118.57619,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,37808.1
G11455,2017,7Gen Pad 29 - 16-29-064-05 W6M,,Kakwa,Alberta,,54.57255,-118.70841,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,43862.8
G11456,2017,Kaybob 15-28,,Kaybob,Alberta,T0H 1P0,54.39771,-116.93578,Oil and gas extraction (except oil sands),SemCams ULC,SemCAMS,12946.72822
G11457,2017,PARA KARR 06-18 COMPRESSOR,700 355 4 Avenue Southwest,Calgary,Alberta,T2P 0J1,54.71055,-118.59518,Oil and gas extraction (except oil sands),Paramount Resources Ltd.,,66401.5996
G11458,2017,PARA 16-21-63-4W6 GAS MULTIWELL GRP,,Kakwa,Alberta,,54.47059,-118.53223,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,15952.2
G11459,2017,Musreau II 09-26-062-6W6,,n/a,Alberta,,54.39407,-118.77809,Oil and gas extraction (except oil sands),Pembina Pipeline Corporation,,23725.2484
G11460,2017,Plover SAGD 06-22,,-,Saskatchewan,,52.01782,-109.63656,Oil and gas extraction (except oil sands),Cona Resources Ltd.,,38243.3822
G11461,2017,Spirit River GP 03-10-077-07-W6,,Grand Prairie,Alberta,,53.65227,-118.99922,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,41912.1268
G11462,2017,Pipestone Comp Stn 16-34,12002 97 Avenue,Grande Prairie,Alberta,T8W 0J7,55.11051,-119.27513,Oil and gas extraction (except oil sands),Encana Corporation,Encana Corporation,49043.23
G11463,2017,Harley 08-10-057-27-W5,,Grand Cache,Alberta,,53.9101,-117.9189,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,16797.9156
G11464,2017,Saturn Comp Stn 15-27,37 Vic Turner Airport Road,Dawson Creek,British Columbia,V1G 0G1,55.88163,-120.56781,Oil and gas extraction (except oil sands),Encana Corporation,Encana Corporation,13116.3624
G11465,2017,Town Comp Stn. B-8-I,,n/a,British Columbia,,56.91875,-122.09687,Oil and gas extraction (except oil sands),Progress Energy Canada Ltd.,Progress Energy Canada Ltd.,33023.01177
G11466,2017,Lily Comp. Stn. A-46-G,N/A,FORT ST. JOHN,British Columbia,,57.11875,-122.69062,Oil and gas extraction (except oil sands),Progress Energy Canada Ltd.,Progress Energy Canada Ltd.,14095.7846
G11467,2017,Graham C-77-F,,Fort St John,British Columbia,,56.39792,-122.33437,Oil and gas extraction (except oil sands),Progress Energy Canada Ltd.,Progress Energy Canada Ltd.,15304.85468
G11468,2017,Wildboy Compressor Station C-051-L,N/A,N/A,British Columbia,,,,Oil and gas extraction (except oil sands),Predator Oil BC Ltd.,,10454.99
G11469,2017,Wilder Sweet Gas Plant 10-14,n/a Street,n/a,British Columbia,,56.11009,-121.02236,Oil and gas extraction (except oil sands),Crew Energy Inc.,Crew Energy Inc.,42662.637
G11470,2017,BFC Valcartier,628 Dugas,Courcelette,Quebec,G0A 4Z0,46.88509,-71.48932,Defence Services,DEPARTMENT OF NATIONAL DEFENCE,,27814.22
G11471,2017,Kelt Pouce Coupe 103/06-33-077-11W6M,,Pouce Coupe,Alberta,,55.71407,-119.64536,Oil and gas extraction (except oil sands),Kelt Exploration,,26864.9905
G11472,2017,Gahcho Kue Mine,,Kennady Lake,Northwest Territories,X1A 1P8,63.43,-109.2,Diamond Mining,De Beers Canada Incorporated,,101792.93
G11473,2017,Gleichen Comp Stn 13-26,500 Centre Street Southeast,Calgary,Alberta,T2P 2S5,50.81798,-113.09486,Oil and gas extraction (except oil sands),Encana Corporation,Encana Corporation,12269.298
G11474,2017,Redland South Comp Station 06-04,,n/a,Alberta,,51.27608,-112.90275,Oil and gas extraction (except oil sands),Encana Corporation,Encana Corporation,15452.85
G11475,2017,PFI Carrot Creek 08-36-051-14W5 GGS,,n/a,Alberta,,53.44367,-115.91852,Oil and gas extraction (except oil sands),Velvet Energy Ltd.,,24686.46
G11476,2017,Wapiti Gas Battery 08-10,700 2 Street,Calgary,Alberta,T2P 2W1,54.87059,-119.12257,Oil and gas extraction (except oil sands),NuVista Energy Ltd.,NuVista Energy Ltd.,47099.723
G11477,2017,14-05-56-27 W3M,,onion lake,Saskatchewan,,53.81495,-109.9864,Oil and gas extraction (except oil sands),BlackPearl Resources Inc.,,149666.6819
G11478,2017,Carrier et Bégin inc.,484 Grand Shenley Route,Saint-Honoré-de-Shenley,Quebec,G0M 1V0,45.95709,-70.83427,Sawmills (except Shingle and Shake Mills),Carrier et Bégin inc.,,19943.444
G11479,2017,Revolution Landfill,65 Mountain Road West,Stoney Creek,Ontario,L8J 1X5,43.1972,-79.7727,Waste Treatment and Disposal,Revolution Landfill Acquisition GP Inc,,48080.125
G11480,2017,Ansell Comp 1-34-51-18w5,,Ansell,Alberta,,53.4464,-116.545,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,35111.8571
G11481,2017,Edson 04-17-051-18-W5,,Edson,Alberta,,53.39758,-116.62699,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,38228.8968
G11482,2017,Zeta Creek GP 11-10,5211 Industrial Road,Drayton Valley,Alberta,T7A 2A7,53.21596,-115.67472,Oil and gas extraction (except oil sands),Keyera Corp,Keyera Corp,25810.394
G11483,2017,Alder Flats Gas Plant 10-09,1920 800 5th Avenue Southwest,Calgary,Alberta,T2P 3T6,52.86764,-115.0983,Oil and gas extraction (except oil sands),Bellatrix Exploration Ltd.,,22110.069
G11484,2017,13-11-062-27 W5M Simonette,,Grand Prairie,Alberta,,54.35542,-117.94996,Oil and gas extraction (except oil sands),Kanata Energy Group Ltd.,,19893.039
G11485,2017,Tourmaline Chin/09-29 Ggs,3700 250 6th Avenue Southwest,CALGARY,Alberta,,54.65603,-115.92001,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,24823.1528
G11486,2017,Tourmaline 12-06-081-07-W6,,Blueberry Mountain,Alberta,,55.99437,-119.09325,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,20346.2602
G11487,2017,Edmonton Rail,1755 Railway Street,SHERWOOD PARK,Alberta,T6P 1X1,53.53303,-113.37563,Pipeline Transportation of Crude Oil,KM Canada Rail Holdings GP Limited,,14291.82798
G11488,2017,Air Liquide Canada- Dawson Creek,2608 92 Avenue,DAWSON CREEK,British Columbia,V1G4E6,55.78192,-120.30965,Industrial Gas Manufacturing,Air Liquide Canada Inc.,Air Liquide Canada Inc.,12508.787
G11489,2017,Enerkem Alberta Biofuels,460 250 Aurum Road Northeast,Edmonton,Alberta,T6S 1G9,53.59319,-113.338,Other Basic Organic Chemical Manufacturing,Enerkem Alberta Biofuels,,16263.99083
G11490,2017,Sunnybrook Health Sciences Centre,2075 Bayview Avenue,Toronto,Ontario,M4N 3M5,43.72191,-79.3765,General (except Paediatric) Hospitals,Sunnybrook Health Sciences Centre,,24806.9393
G11491,2017,Kildair Sorel-Tracy Terminal,11905 Industrielle Street,Sorel-Tracy,Quebec,J3R 0E7,45.99765,-73.16291,Petroleum Product Wholesaler-Distributors,Kildair Service ULC,,11410.0319
G11492,2017,W.R. Grace Canada Corp.,42 Fabre,Salaberry-de-Valleyfield,Quebec,J6S 4K7,45.2653,-74.1122,All Other Miscellaneous Chemical Product Manufacturing,W. R. Grace Canada Corp.,,30023.5426
G11493,2017,Aiken Creek Sour Gas Plant c-038-C,,n/a,British Columbia,,57.03125,-121.84687,Oil and gas extraction (except oil sands),Black Swan Energy,,67748.678
G11494,2017,Edam CPF 06-11-048-19 W3M,,Vawn,Saskatchewan,,53.12342,-108.6769,Oil and gas extraction (except oil sands),Serafina Energy Ltd.,,151754.1075
G11495,2017,Edam West Thermal 11-19-048-20W3,4335 44  Street,Lloydminster,Saskatchewan,S9V 0Z8,53.15615,-108.92082,Oil and gas extraction (except oil sands),Husky Oil Operations Limited,Husky Oil Operations Limited,117809.9899
G11496,2017,Rainy River Project,5967 11/71 Highway,Emo,Ontario,P0W 1E0,48.848,-94.003,Gold and Silver Ore Mining,New Gold,,157778.239
G11497,2017,Birley Umbach A-072-F/094-H-03,,Beatton River,British Columbia,,57.49334,-121.67716,Oil and gas extraction (except oil sands),Chinook Energy (2010) Inc.,,10681.684
G11498,2017,Townsend Gas Plant,BC,N/A,British Columbia,,56.69375,-122.15312,Oil and gas extraction (except oil sands),AltaGas Ltd.,,101250.936
G11499,2017,PROGRESS BUBBLES A-053-B/094-G-08,,Fort St. John,British Columbia,,57.29375,-122.15312,Oil and gas extraction (except oil sands),Progress Energy Canada Ltd.,Progress Energy Canada Ltd.,11827.8816
G11500,2017,"Cascades Groupe Tissu Lachute, une division de Cascades Canada ULC",115 Princesse Street,Lachute,Quebec,J8H 4M3,45.39056,-74.20417,Paper (except Newsprint) Mills,Cascades Canada ULC,Cascades Canada ULC,12113.10476
G11501,2017,NBRHC,50 College Drive,North Bay,Ontario,P1B 5A4,46.32931,-79.48668,General (except Paediatric) Hospitals,North Bay Regional Health Centre,,12021.597
G11502,2017,Alameda Sour Gas Plant 16-08,,Alameda,Saskatchewan,S0C 0A0,49.28808,-102.3682,Oil and gas extraction (except oil sands),Steel Reef Infrastructure Corp.,,29533.23696
G11503,2017,LRE - Caltex 07-14,,NA,Alberta,,54.53625,-118.79003,Oil and gas extraction (except oil sands),Long Run Exploration Ltd,,19079.44082
G11504,2017,7Gen Pad 23 - 16-23-063-05 W6M,,Kakwa,Alberta,,54.47063,-118.63286,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,40933.5
G11505,2017,7G Pad 6 - 08-06-064-04 W6M,,Kakwa,Alberta,,54.50704,-118.58254,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,39834.7
G11506,2017,7G Pad 31 - 02-31-063-04W6,,Kakwa,Alberta,,54.48876,-118.58881,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,63893.9
G11507,2017,7G Pad 4-14 - 04-14-064-05W6,,Kakwa,Alberta,,54.53251,-118.65173,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,39106.6
G11508,2017,Cutbank 10-10-065-05 W6M,,Cutbank,Alberta,,54.61245,-118.66438,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,58222.7
G11509,2017,Altana Pendant D'oreille 01-17,,n/a,Alberta,,49.2047,-111.04019,Oil and gas extraction (except oil sands),Pine Cliff Energy Ltd.,,10784.2128
G11510,2017,Wascana Many Islands 04-16,,n/a,Alberta,,50.16625,-110.09291,Oil and gas extraction (except oil sands),Pine Cliff Energy Ltd.,,14792.6962
G11511,2017,Pancan Alderson Monogram 13-14,,n/a,Alberta,,50.43916,-111.28455,Oil and gas extraction (except oil sands),Pine Cliff Energy Ltd.,,15419.6721
G11512,2017,Homestead Hatton 14-2 Battery,,N/A,Saskatchewan,,50.06066,-109.72793,Oil and gas extraction (except oil sands),Pine Cliff Energy Ltd.,,18082.6354
G11513,2017,Bethune Mine,,Bethune,Saskatchewan,S0G 0H0,50.65,-105.38,Potash Mining,K+S Potash Canada General Partnership,,262433.1393
G11514,2017,Wildhay 11-22,3700 250 6th Avenue Southwest,CALGARY,Alberta,T2P3H7,53.76832,-117.48534,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,33241.1003
G11515,2017,Duverney 15-04,3700 250 6th Avenue Southwest,Calgary,Alberta,T2P 3H7,53.99023,-117.3553,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,17272.6845
G11516,2017,Columbia 15-36,3700 250 6th Avenue Southwest,Calgary,Alberta,T2P 3H7,52.84154,-116.04149,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,42491.591
G11517,2017,Redwater Fractionation Site Facility II (RFS II),Range Rd 220,Gibbons,Alberta,T0A 1N0,53.81251,-113.12762,Oil and gas extraction (except oil sands),Pembina Pipeline Corporation,,95179.66
G11518,2017,Ante Creek Multi-Well Gas Battery 05-26,,Valley View,Alberta,T0H 3N0,54.73964,-117.52749,Oil and gas extraction (except oil sands),Enerplus Corporation,Enerplus Corporation,13093.907
G11519,2017,Mine Renard,km 650 route 167 Nord  North,Baie-James,Quebec,,52.81068,-72.21557,Diamond Mining,Les Diamants Stornoway (Canada) inc. (Martin Boucher),Stornoway Diamonds,63063.543
G11520,2017,Horse Sweet Gas Plant 14-23-058-26W5,,n/a,Alberta,,54.0334,-117.7569,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,30531.88
G11521,2017,Sturgeon Refinery,56212 Range Road 220 Road East,Gibbons,Alberta,T0A 1N0,53.8433,-113.118,Petroleum Refineries,North West Redwater Partnership,,98568.83
G11522,2017,University of Regina - Main Campus,3737 Wascana Parkway,Regina,Saskatchewan,S4S 0A2,50.41521,-104.58844,Universities,University of Regina,,12987.6871
G11523,2017,Comox Valley Waste Management Centre,3699 Bevan Road,Cumberland,British Columbia,V0R 1S0,49.63765,-125.05385,Waste Treatment and Disposal,Comox Valley Regional District,,32087
G11524,2017,Campbell River Waste Management Centre,6700 Argonaut Road,Campbell River,British Columbia,V9H 1P1,50.00816,-125.34886,Waste Treatment and Disposal,Comox Valley Regional District,,38711
G11525,2017,City of Wetaskiwin Landfill,,WETASKIWIN,Alberta,,52.99753,-113.4131,Waste Treatment and Disposal,City of Wetaskiwin,,12080.96
G11526,2017,Tooga Gas Plant B-031-I,0,Peace River,British Columbia,V1J 4H7,59.1936,-120.5111,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,17959.253
G11527,2017,Flagstaff Waste Regional Landfill,45125 RR 122,Sedgewick,Alberta,T0B 4C0,52.86229,-111.64862,Waste Treatment and Disposal,Flagstaff Regional Solid Waste Management,Flagstaff Waste,16707
G11528,2017,Dawson Sour Gas Plant 13-07,,n/a,British Columbia,,55.92465,-120.18875,Oil and gas extraction (except oil sands),ARC Resources,ARC,52746.437
G11529,2017,ARCRES HZ INGA 14-24-86-23,Southwest,n/a,British Columbia,,56.49897,-121.52086,Oil and gas extraction (except oil sands),ARC Resources,ARC,11845.482
G11530,2017,South Health Campus,4448 Front Street Street Southeast,Calgary,Alberta,T3M 1M4,50.88195,-113.95189,General (except Paediatric) Hospitals,Alberta  Health Services,,17468.68
G11531,2017,Sinclair 03-04-008-29 W1M,,Sinclair,Manitoba,,49.62268,-101.36274,Oil and gas extraction (except oil sands),Tundra Oil & Gas Limited,,19073.044
G11532,2017,Sinclair 13-14-008-29 W1M,,Sinclair,Manitoba,,49.66277,-101.3242,Oil and gas extraction (except oil sands),Tundra Oil & Gas Limited,,30665.974
G11533,2017,Daly 08-28-009-29 W1M,,Cromer,Manitoba,,49.77455,-101.351,Oil and gas extraction (except oil sands),Tundra Oil & Gas Limited,,18375.61
G11534,2017,Cromer 13-10-009-28 W1M,,Cromer,Manitoba,,49.73661,-101.21163,Oil and gas extraction (except oil sands),Tundra Oil & Gas Limited,,13994.156
G11535,2017,Waskada 15-21-001-25 W1M,,Waskada,Manitoba,,49.05777,-100.76444,Oil and gas extraction (except oil sands),Tundra Oil & Gas Limited,,12902.092
G11536,2017,Goodlands 16-10-001-24 W1M,,Goodlands,Manitoba,,49.02782,-100.6022,Oil and gas extraction (except oil sands),Tundra Oil & Gas Limited,,16143.062
G11537,2017,Rockyview General Hospital,7007 14th Street Street Southwest,Calgary,Alberta,T2V 1P9,50.99036,-114.09737,General (except Paediatric) Hospitals,Alberta  Health Services,,10600.63
G11538,2017,Dee Valley EOR Facility 09-09-049-22W3,"707 8TH Avenue Southwest,DEE VALLEY",0,Saskatchewan,V0R1M0,53.20008,-109.30074,Oil and gas extraction (except oil sands),Husky Oil Operations Limited,Husky Oil Operations Limited,13614.60312
G11539,2017,Tower Gas Plant 03-07-081-17W6,37 Vic Turner Airport Road,Dawson Creek,British Columbia,V1G 0G1,56.00163,-120.65114,Oil and gas extraction (except oil sands),Encana Corporation,Encana Corporation,13952.2333
G11540,2017,1200 Montreal Road Campus,1200 Montreal Road Street East,Ottawa,Ontario,K1A 0R6,45.4519,-75.6204,Other Electric Power Generation,National Research Council Canada,,25674.75
G11541,2017,Cadotte Power Plant,,PEACE RIVER,Alberta,T2P1G2,56.31375,-116.77863,Fossil-Fuel Electric Power Generation,Genalta GP I Ltd.,,11680.874
G11542,2017,CNUL Cliffdale Facilities,03-25-084-17 W5M,Peace River,Alberta,T8S 1V1,56.3035,-116.5563,Oil and gas extraction (except oil sands),Canadian Natural Upgrading Ltd,,32592.945
G11543,2017,Service GMR,50 1ER RANG NORD EST  Northeast,ARMAGH,Quebec,G0R 1A0,46.71,-70.62,Waste Treatment and Disposal,MRC de Bellechasse,,29578.95595
G11544,2017,Royal Alexandra Hospital,10240 Kingsway Avenue Avenue Northwest,EDMONTON,Alberta,T5H3V9,53.55685,-113.49673,General (except Paediatric) Hospitals,Alberta  Health Services,,24.326093
